age,gender,education_level,marital_status,monthly_income,existing_credit_limit,credit_score_raw,credit_approved,recommended_limit
33,Female,Bachelor,Married,82538.83,43000.0,76.0,1,55900.0
25,Female,Bachelor,Married,11822.36,26200.0,61.0,1,24200.0
31,Female,Bachelor,Single,82886.58,173200.0,84.0,1,242500.0
47,Male,Bachelor,Single,19679.04,40100.0,63.0,1,41800.0
56,Male,Bachelor,Married,132973.92,0.0,61.0,1,199500.0
52,Female,Master,Married,63129.6,102200.0,78.0,1,132900.0
30,Female,Bachelor,Married,173930.27,254000.0,87.0,1,355600.0
23,Male,Bachelor,Married,19833.01,0.0,39.0,0,0.0
37,Male,High School,Single,397506.53,807700.0,80.0,1,1130800.0
18,Female,High School,Married,73878.92,37400.0,56.0,1,43000.0
39,Male,Master,Single,92837.37,0.0,65.0,1,139300.0
34,Female,High School,Married,51924.83,47700.0,60.0,1,59600.0
30,Female,Bachelor,Married,40867.21,54600.0,67.0,1,68200.0
18,Male,Bachelor,Married,36696.82,58300.0,63.0,1,72900.0
41,Female,Bachelor,Divorced,12376.57,0.0,39.0,1,10600.0
30,Female,Bachelor,Divorced,45537.24,24700.0,66.0,1,30900.0
23,Female,High School,Married,13154.64,18600.0,46.0,1,20500.0
18,Male,High School,Married,51190.35,22100.0,49.0,1,24300.0
35,Male,Master,Married,84430.39,92900.0,84.0,1,130100.0
55,Female,High School,Married,42304.07,16800.0,45.0,1,18500.0
54,Male,Bachelor,Married,41373.68,0.0,50.0,1,62100.0
30,Male,High School,Single,24175.95,13100.0,50.0,1,15100.0
29,Male,High School,Single,102153.95,131000.0,65.0,1,163800.0
41,Female,High School,Married,51098.44,41800.0,60.0,1,52200.0
25,Male,Bachelor,Single,27943.57,11700.0,49.0,1,12900.0
39,Male,High School,Married,48279.82,46200.0,60.0,1,57800.0
44,Male,High School,Single,89170.44,201900.0,74.0,1,262500.0
49,Female,High School,Married,20261.87,0.0,33.0,0,0.0
34,Female,High School,Married,23591.32,52900.0,62.0,1,41300.0
33,Male,High School,Married,51465.33,59800.0,65.0,1,74800.0
26,Female,High School,Widowed,28033.29,62600.0,55.0,1,55500.0
26,Male,Bachelor,Divorced,39825.33,95300.0,64.0,1,89600.0
33,Female,High School,Married,38424.25,92500.0,62.0,1,67300.0
40,Female,High School,Widowed,36501.52,20900.0,49.0,1,23000.0
46,Female,PhD,Married,42980.47,90800.0,77.0,1,118000.0
27,Male,High School,Married,46632.92,48500.0,61.0,1,60600.0
52,Female,Master,Single,52258.01,0.0,59.0,1,78400.0
33,Female,High School,Married,107083.49,186600.0,71.0,1,242600.0
35,Male,High School,Single,95368.29,187600.0,69.0,1,203800.0
27,Male,High School,Married,145645.89,332000.0,72.0,1,429900.0
18,Male,Bachelor,Married,26823.09,64600.0,68.0,1,55000.0
45,Male,Bachelor,Married,66718.64,0.0,58.0,1,100100.0
44,Male,High School,Single,75844.52,62800.0,58.0,1,72200.0
32,Female,Bachelor,Married,143587.33,203700.0,81.0,1,285200.0
36,Male,Bachelor,Married,58056.01,0.0,58.0,1,87100.0
41,Female,High School,Single,31526.06,69500.0,60.0,1,67400.0
18,Male,Bachelor,Married,60292.06,83800.0,71.0,1,108900.0
30,Male,Bachelor,Married,20229.56,44200.0,65.0,1,39400.0
44,Male,High School,Widowed,127793.91,312200.0,73.0,1,384600.0
22,Male,High School,Married,47775.1,0.0,44.0,1,71700.0
39,Male,Bachelor,Single,72871.14,0.0,56.0,1,109300.0
21,Female,PhD,Married,26546.68,20500.0,63.0,1,25600.0
41,Female,High School,Married,60238.39,102900.0,65.0,1,105600.0
35,Female,Master,Married,59746.45,0.0,61.0,1,89600.0
18,Female,High School,Divorced,48259.09,93900.0,57.0,1,97700.0
48,Male,Master,Divorced,175585.19,0.0,69.0,1,263400.0
27,Male,Bachelor,Married,69617.92,162500.0,76.0,1,211200.0
27,Male,Master,Married,52031.24,0.0,57.0,1,78000.0
38,Female,Bachelor,Single,140018.02,0.0,62.0,1,210000.0
48,Male,High School,Married,32386.23,33100.0,57.0,1,38100.0
24,Male,High School,Divorced,60519.09,131800.0,62.0,1,122600.0
36,Female,Bachelor,Married,66261.21,126000.0,75.0,1,163800.0
40,Female,High School,Married,37401.24,13900.0,45.0,1,15300.0
43,Female,Bachelor,Single,26589.01,17000.0,60.0,1,21200.0
37,Female,Master,Single,16454.57,38600.0,66.0,1,42200.0
31,Female,High School,Married,81584.55,113500.0,71.0,1,147600.0
26,Male,Bachelor,Married,27117.31,0.0,46.0,1,40700.0
36,Female,High School,Single,16186.37,8200.0,43.0,0,8200.0
24,Female,Bachelor,Single,44211.87,69400.0,61.0,1,86800.0
18,Male,High School,Married,81022.77,175100.0,72.0,1,227600.0
40,Male,High School,Single,17116.21,39100.0,53.0,1,36600.0
45,Male,Master,Single,344804.98,445200.0,88.0,1,623300.0
18,Male,Bachelor,Single,68653.4,109200.0,69.0,1,136500.0
24,Female,Bachelor,Married,44691.08,85200.0,63.0,1,91600.0
42,Male,Bachelor,Married,52613.09,62000.0,75.0,1,80600.0
58,Male,Bachelor,Divorced,18634.95,17600.0,48.0,1,19400.0
36,Female,Bachelor,Married,90535.88,0.0,64.0,1,135800.0
27,Male,High School,Married,24890.99,0.0,36.0,0,0.0
33,Male,High School,Single,18661.75,45900.0,53.0,1,39900.0
51,Female,High School,Married,79170.64,175500.0,70.0,1,198700.0
28,Male,High School,Married,22906.15,24300.0,53.0,1,27900.0
27,Female,High School,Single,60023.62,127600.0,64.0,1,135100.0
30,Male,High School,Married,100637.16,199500.0,71.0,1,259400.0
25,Male,Bachelor,Single,85056.48,0.0,58.0,1,127600.0
37,Male,High School,Married,32439.3,12500.0,45.0,1,13800.0
53,Male,Bachelor,Married,129828.14,204300.0,81.0,1,286000.0
39,Female,Bachelor,Married,40948.97,75400.0,67.0,1,79700.0
33,Female,Master,Divorced,76291.6,0.0,57.0,1,114400.0
32,Female,High School,Divorced,86503.17,178700.0,72.0,1,232300.0
18,Male,Bachelor,Married,21263.92,19300.0,51.0,1,22200.0
45,Female,Bachelor,Married,59093.73,0.0,58.0,1,88600.0
35,Female,Master,Single,74177.03,154400.0,81.0,1,216200.0
34,Male,High School,Married,138761.05,199100.0,71.0,1,258800.0
70,Female,High School,Single,35703.73,50100.0,52.0,1,57600.0
39,Male,High School,Single,36382.13,46200.0,55.0,1,53100.0
27,Male,High School,Married,47700.86,0.0,44.0,1,71600.0
31,Female,Bachelor,Married,85277.96,182000.0,86.0,1,254800.0
48,Female,Master,Married,51312.51,72100.0,78.0,1,93700.0
37,Male,High School,Married,15093.19,9000.0,45.0,1,9900.0
20,Male,High School,Married,28717.82,66400.0,58.0,1,53000.0
46,Female,High School,Married,16644.98,35900.0,55.0,1,26100.0
28,Female,High School,Married,88266.98,108600.0,67.0,1,135800.0
56,Male,Master,Married,127118.22,256800.0,86.0,1,359500.0
47,Male,Master,Divorced,17238.22,11500.0,54.0,1,13200.0
31,Male,High School,Single,51351.46,125200.0,68.0,1,109800.0
50,Female,High School,Divorced,65835.83,32100.0,49.0,1,35300.0
36,Male,Master,Single,43063.04,0.0,51.0,1,64600.0
45,Male,High School,Married,86958.59,217000.0,76.0,1,218200.0
41,Male,Bachelor,Widowed,69589.33,65300.0,67.0,1,81600.0
26,Female,Master,Married,79586.53,166000.0,79.0,1,215800.0
28,Female,Bachelor,Married,90289.59,208600.0,82.0,1,292000.0
47,Female,High School,Married,68917.75,165100.0,70.0,1,172900.0
32,Male,High School,Single,18789.63,0.0,31.0,0,0.0
31,Male,Master,Single,252570.8,420300.0,88.0,1,588400.0
25,Female,High School,Single,20813.87,11000.0,39.0,0,11000.0
40,Female,High School,Single,80083.25,0.0,52.0,1,120100.0
58,Female,Bachelor,Divorced,79636.38,93000.0,68.0,1,116200.0
24,Female,Master,Married,45955.51,16000.0,62.0,1,20000.0
36,Female,Bachelor,Married,53274.69,49400.0,70.0,1,64200.0
51,Female,High School,Married,18563.28,0.0,33.0,0,0.0
35,Female,Bachelor,Single,34919.58,33800.0,60.0,1,42200.0
40,Female,High School,Single,71030.9,26600.0,51.0,1,30600.0
24,Male,High School,Married,45666.46,0.0,44.0,1,68500.0
40,Male,Bachelor,Married,277251.88,576200.0,92.0,1,863900.0
33,Female,High School,Single,80389.59,0.0,52.0,1,120600.0
46,Male,High School,Married,37261.84,79700.0,62.0,1,58400.0
49,Female,High School,Widowed,16869.14,34600.0,52.0,1,28400.0
64,Male,Bachelor,Married,76346.91,127200.0,72.0,1,165400.0
42,Male,Bachelor,Single,166588.53,66300.0,73.0,1,86200.0
39,Male,Bachelor,Married,83228.9,197800.0,86.0,1,259300.0
38,Male,Bachelor,Married,65521.08,34100.0,70.0,1,44300.0
32,Male,Bachelor,Married,117701.57,221600.0,81.0,1,310200.0
39,Male,Bachelor,Married,30426.7,0.0,50.0,1,45600.0
32,Female,High School,Divorced,33991.71,81000.0,58.0,1,65400.0
37,Male,High School,Married,49021.51,116900.0,70.0,1,137500.0
50,Male,Bachelor,Married,17091.91,0.0,43.0,1,25600.0
24,Male,High School,Married,65396.61,0.0,44.0,1,98100.0
48,Female,High School,Married,39455.44,47500.0,57.0,1,54600.0
50,Female,High School,Married,28300.66,66700.0,62.0,1,44400.0
34,Female,Bachelor,Single,23525.04,44500.0,65.0,1,55600.0
18,Male,Bachelor,Married,85255.64,196600.0,82.0,1,275200.0
29,Male,Bachelor,Single,10816.92,0.0,37.0,0,0.0
50,Female,Bachelor,Married,43327.45,19500.0,55.0,1,22400.0
35,Female,Master,Married,33442.36,11900.0,58.0,1,13700.0
25,Male,High School,Married,10675.4,0.0,29.0,0,0.0
30,Male,Bachelor,Married,50662.97,108900.0,80.0,1,152500.0
45,Male,High School,Married,34257.93,76000.0,62.0,1,53700.0
42,Male,High School,Single,22363.11,51800.0,60.0,1,47800.0
33,Female,Master,Married,86180.89,103300.0,84.0,1,144600.0
31,Male,High School,Single,19555.18,25900.0,48.0,1,28500.0
31,Male,High School,Married,135409.66,97400.0,66.0,1,121800.0
25,Male,Bachelor,Single,86681.05,0.0,58.0,1,130000.0
53,Female,High School,Married,27974.24,18000.0,52.0,1,20700.0
32,Female,Bachelor,Married,41628.43,69100.0,67.0,1,81100.0
49,Female,High School,Married,162461.3,54500.0,65.0,1,68100.0
52,Male,High School,Single,71181.88,88400.0,63.0,1,110500.0
46,Female,Bachelor,Married,59347.9,146400.0,80.0,1,165500.0
31,Male,Bachelor,Married,70124.91,174500.0,80.0,1,218500.0
40,Male,High School,Married,88074.85,176300.0,76.0,1,229200.0
35,Male,Bachelor,Single,23945.2,22900.0,60.0,1,28600.0
26,Female,Bachelor,Married,26623.18,19600.0,58.0,1,22500.0
39,Male,Bachelor,Married,73975.15,0.0,58.0,1,111000.0
23,Female,High School,Single,151058.32,184400.0,71.0,1,239700.0
49,Male,High School,Married,25782.83,33900.0,57.0,1,39000.0
30,Male,High School,Married,81283.19,38800.0,59.0,1,44600.0
38,Male,High School,Single,384266.22,848900.0,80.0,1,1188500.0
39,Male,High School,Married,23832.25,41200.0,57.0,1,41800.0
33,Male,High School,Married,44407.75,0.0,40.0,0,0.0
42,Male,Bachelor,Married,28467.88,62100.0,72.0,1,80700.0
30,Male,Bachelor,Single,13706.32,16500.0,58.0,1,19000.0
45,Male,High School,Married,47020.49,101800.0,70.0,1,118000.0
21,Male,Bachelor,Single,33440.36,46500.0,61.0,1,58100.0
37,Male,Bachelor,Married,21457.1,36400.0,60.0,1,41800.0
57,Male,High School,Divorced,52244.31,28200.0,53.0,1,32400.0
24,Male,Bachelor,Widowed,70958.78,61600.0,63.0,1,77000.0
28,Male,High School,Married,114700.67,199000.0,67.0,1,211600.0
41,Female,Bachelor,Married,91677.6,110300.0,81.0,1,154400.0
37,Male,High School,Married,178843.04,0.0,60.0,1,268300.0
39,Male,High School,Single,18594.12,11900.0,43.0,1,13100.0
41,Female,High School,Single,38915.65,72300.0,55.0,1,83100.0
42,Female,Bachelor,Married,17955.5,32400.0,60.0,1,35000.0
48,Female,Bachelor,Married,25305.98,0.0,50.0,1,38000.0
40,Female,High School,Married,12480.33,0.0,33.0,0,0.0
33,Male,High School,Married,62355.04,0.0,48.0,1,93500.0
43,Male,Bachelor,Married,89796.02,218700.0,86.0,1,279800.0
56,Female,Master,Married,37469.2,47000.0,67.0,1,58800.0
34,Female,Bachelor,Single,64907.11,130400.0,78.0,1,169500.0
25,Female,PhD,Married,15816.72,30400.0,61.0,1,37300.0
48,Female,High School,Married,43210.73,29400.0,52.0,1,33800.0
34,Male,High School,Married,26518.01,53500.0,62.0,1,46500.0
18,Male,Bachelor,Married,250592.22,540200.0,88.0,1,756300.0
45,Female,High School,Married,123378.66,47300.0,59.0,1,54400.0
30,Female,High School,Divorced,20771.55,30200.0,46.0,1,33200.0
35,Female,High School,Married,159910.7,135600.0,72.0,1,176300.0
39,Female,High School,Married,35588.06,83800.0,62.0,1,62400.0
38,Male,High School,Married,59162.73,28700.0,53.0,1,33000.0
43,Male,Master,Married,54099.1,94600.0,78.0,1,123000.0
31,Female,High School,Married,59884.0,103500.0,65.0,1,105000.0
41,Male,High School,Single,43377.41,24500.0,50.0,1,28200.0
33,Male,High School,Married,20922.71,41500.0,50.0,1,36700.0
44,Male,Bachelor,Single,31704.96,28400.0,60.0,1,35500.0
42,Male,Bachelor,Single,59648.94,108700.0,73.0,1,141300.0
25,Male,High School,Married,84806.6,72100.0,62.0,1,90100.0
47,Female,High School,Married,65080.39,75700.0,65.0,1,94600.0
30,Male,Bachelor,Married,10464.4,0.0,43.0,0,0.0
44,Male,High School,Single,256062.78,417000.0,75.0,1,542100.0
40,Female,PhD,Single,313604.93,523300.0,90.0,1,785000.0
56,Male,Bachelor,Married,21335.09,0.0,40.0,0,0.0
33,Female,High School,Married,31765.62,20000.0,52.0,1,23000.0
32,Male,Master,Married,55805.62,0.0,61.0,1,83700.0
35,Female,High School,Widowed,30843.45,25500.0,49.0,1,28100.0
32,Male,High School,Married,47567.65,59000.0,65.0,1,73800.0
44,Male,High School,Married,42673.26,105300.0,62.0,1,74800.0
18,Female,Bachelor,Married,46504.03,0.0,54.0,1,69800.0
24,Female,High School,Single,22022.36,0.0,34.0,0,0.0
24,Male,High School,Single,36125.07,28200.0,46.0,1,31000.0
46,Female,High School,Single,51929.64,80500.0,63.0,1,99300.0
54,Male,Bachelor,Single,245136.78,120600.0,73.0,1,156800.0
34,Female,High School,Single,67094.28,91000.0,63.0,1,113800.0
34,Male,High School,Married,19505.41,0.0,33.0,0,0.0
36,Male,Bachelor,Married,30912.74,76900.0,72.0,1,96300.0
48,Male,Bachelor,Married,44013.47,16300.0,55.0,1,18700.0
25,Male,Bachelor,Divorced,65393.85,0.0,50.0,1,98100.0
38,Male,High School,Widowed,43159.75,101700.0,59.0,1,81200.0
46,Male,Bachelor,Divorced,65354.86,112700.0,71.0,1,146500.0
41,Male,Bachelor,Married,136453.43,0.0,64.0,1,204700.0
38,Male,High School,Married,21496.92,13300.0,45.0,1,14600.0
47,Male,Master,Married,75370.56,135900.0,78.0,1,176700.0
18,Female,Bachelor,Married,51721.75,0.0,54.0,1,77600.0
43,Female,Bachelor,Married,143869.82,0.0,64.0,1,215800.0
28,Female,Master,Divorced,229548.76,109200.0,70.0,1,142000.0
18,Female,Bachelor,Married,29122.35,0.0,46.0,1,43700.0
41,Female,High School,Married,41277.45,0.0,40.0,1,61900.0
51,Female,Master,Widowed,37689.34,33100.0,62.0,1,41400.0
34,Male,High School,Divorced,28598.21,33200.0,53.0,1,38200.0
46,Male,Bachelor,Married,22107.84,38800.0,67.0,1,38500.0
53,Male,High School,Married,137806.32,212800.0,71.0,1,276600.0
50,Male,High School,Married,13002.05,0.0,33.0,0,0.0
54,Female,Bachelor,Married,22651.18,0.0,50.0,1,34000.0
44,Male,High School,Married,47847.66,88100.0,65.0,1,83900.0
36,Male,Bachelor,Single,75296.26,71900.0,68.0,1,89900.0
18,Female,Bachelor,Married,63642.8,115000.0,71.0,1,149500.0
33,Male,High School,Married,13149.73,27000.0,55.0,1,23000.0
26,Male,Bachelor,Married,84586.51,35700.0,65.0,1,44600.0
59,Female,Bachelor,Single,40976.98,0.0,45.0,1,61500.0
34,Female,Bachelor,Single,282561.66,114700.0,73.0,1,149100.0
37,Female,Bachelor,Divorced,240629.24,471700.0,83.0,1,660400.0
42,Female,High School,Married,16086.11,27700.0,50.0,1,28200.0
36,Male,High School,Married,78881.72,78800.0,60.0,1,98500.0
54,Male,High School,Married,90966.98,123000.0,71.0,1,159900.0
29,Male,High School,Married,36089.02,83700.0,58.0,1,66600.0
38,Female,Bachelor,Married,76955.74,167600.0,80.0,1,234600.0
27,Male,High School,Married,40786.3,0.0,36.0,0,0.0
21,Male,PhD,Married,12599.38,0.0,44.0,1,18900.0
29,Female,Bachelor,Married,108309.4,83700.0,72.0,1,108800.0
35,Female,High School,Divorced,54707.69,67200.0,61.0,1,84000.0
31,Female,High School,Married,173828.87,302800.0,77.0,1,393600.0
28,Male,Bachelor,Married,51343.95,66400.0,71.0,1,86300.0
20,Male,Bachelor,Widowed,39586.83,75000.0,60.0,1,87100.0
35,Male,PhD,Married,44695.26,92800.0,77.0,1,120600.0
19,Female,High School,Married,175165.72,175900.0,73.0,1,228700.0
44,Male,High School,Single,14918.7,26100.0,48.0,1,28700.0
36,Female,Master,Married,41305.08,61800.0,70.0,1,80300.0
19,Female,High School,Married,37413.24,19700.0,48.0,1,21700.0
32,Male,Bachelor,Single,41974.65,39300.0,60.0,1,49100.0
27,Male,High School,Married,11933.97,6800.0,41.0,1,7500.0
39,Female,Bachelor,Widowed,158844.32,328500.0,89.0,1,459900.0
50,Female,High School,Single,35490.81,65300.0,55.0,1,67900.0
18,Female,Bachelor,Single,138609.85,286500.0,80.0,1,401100.0
37,Male,Bachelor,Single,38764.7,66300.0,65.0,1,82900.0
34,Male,Master,Married,57287.72,0.0,61.0,1,85900.0
43,Female,High School,Married,48356.62,65100.0,65.0,1,81400.0
38,Female,High School,Married,67595.44,70300.0,65.0,1,87900.0
27,Male,High School,Married,58596.02,0.0,44.0,0,0.0
32,Male,Master,Single,56538.25,74900.0,76.0,1,97400.0
27,Female,Bachelor,Married,89933.51,0.0,60.0,1,134900.0
47,Male,Bachelor,Single,12374.33,24000.0,58.0,1,26300.0
36,Female,High School,Single,55600.95,58000.0,63.0,1,72500.0
56,Male,Bachelor,Single,60024.72,47500.0,65.0,1,59400.0
35,Female,High School,Married,33431.05,68200.0,62.0,1,58600.0
28,Female,High School,Married,84110.0,108000.0,67.0,1,135000.0
19,Male,Bachelor,Single,52937.73,39500.0,64.0,1,49400.0
18,Female,High School,Single,72718.42,129400.0,59.0,1,148800.0
18,Female,Bachelor,Single,14422.29,30200.0,59.0,1,34700.0
38,Female,Bachelor,Single,40329.04,0.0,48.0,1,60500.0
41,Male,Master,Single,72084.58,58600.0,71.0,1,76200.0
18,Female,Bachelor,Single,40287.14,0.0,44.0,1,60400.0
45,Female,High School,Widowed,83479.09,184500.0,73.0,1,224800.0
30,Male,Bachelor,Married,380668.64,489200.0,87.0,1,684900.0
37,Female,High School,Married,179610.9,404800.0,82.0,1,503700.0
53,Male,High School,Married,145697.78,0.0,54.0,1,218500.0
45,Male,Bachelor,Married,17650.43,24500.0,60.0,1,30600.0
33,Male,Master,Married,51326.04,0.0,61.0,1,77000.0
26,Male,High School,Married,24417.19,24000.0,48.0,1,26400.0
18,Female,High School,Married,33215.4,24400.0,48.0,1,26800.0
28,Female,Bachelor,Divorced,76215.97,48100.0,62.0,1,60100.0
33,Male,High School,Single,56168.88,130200.0,68.0,1,120100.0
25,Female,Bachelor,Single,59722.31,115700.0,69.0,1,144600.0
34,Male,High School,Single,153011.51,361000.0,80.0,1,505400.0
36,Male,High School,Married,54524.75,0.0,48.0,1,81800.0
33,Male,Bachelor,Married,136923.4,157400.0,81.0,1,220400.0
28,Male,Master,Divorced,138476.0,327300.0,81.0,1,458200.0
37,Male,Bachelor,Married,86262.86,137500.0,81.0,1,192500.0
40,Female,Bachelor,Married,31252.29,73700.0,72.0,1,95800.0
24,Male,High School,Married,26842.58,20600.0,48.0,1,22700.0
51,Male,Master,Married,25999.57,29100.0,70.0,1,37800.0
34,Male,High School,Married,28742.55,32300.0,57.0,1,37100.0
36,Male,Master,Married,57551.42,18000.0,66.0,1,22500.0
43,Female,Bachelor,Married,19002.37,0.0,43.0,1,28500.0
38,Male,High School,Single,143435.0,326400.0,74.0,1,424300.0
46,Female,High School,Married,75709.23,175600.0,70.0,1,190000.0
39,Male,Bachelor,Married,73363.29,150600.0,80.0,1,210800.0
29,Female,High School,Married,33068.64,28400.0,48.0,1,31200.0
39,Male,Master,Married,21139.31,24200.0,63.0,1,30200.0
23,Female,High School,Married,40800.65,42000.0,53.0,1,48300.0
37,Male,High School,Single,12529.88,16100.0,48.0,1,17700.0
35,Female,High School,Married,128129.68,166900.0,71.0,1,217000.0
33,Female,High School,Single,57955.52,130900.0,68.0,1,123900.0
34,Female,Bachelor,Married,39150.78,0.0,50.0,1,58700.0
18,Male,Bachelor,Single,14133.47,27800.0,54.0,1,32000.0
29,Female,Bachelor,Married,73809.66,115400.0,71.0,1,150000.0
37,Female,High School,Married,58149.61,105400.0,65.0,1,101900.0
37,Male,Master,Married,52724.12,119500.0,83.0,1,167300.0
24,Male,High School,Divorced,22211.35,52700.0,54.0,1,45000.0
49,Male,Master,Married,398817.0,128800.0,78.0,1,167400.0
26,Male,High School,Married,54878.0,119500.0,66.0,1,101200.0
46,Female,Bachelor,Married,41141.63,0.0,50.0,1,61700.0
40,Female,Bachelor,Single,40907.93,26300.0,60.0,1,32900.0
28,Male,High School,Married,12831.55,29500.0,51.0,1,23700.0
55,Female,High School,Married,63703.58,151000.0,70.0,1,159800.0
22,Male,Bachelor,Married,82625.01,96700.0,77.0,1,125700.0
46,Female,High School,Married,37865.58,16500.0,45.0,1,18200.0
47,Female,Bachelor,Married,123289.03,0.0,64.0,1,184900.0
28,Female,Bachelor,Married,87711.28,189600.0,82.0,1,265400.0
51,Female,Bachelor,Married,120810.75,92000.0,76.0,1,119600.0
33,Male,PhD,Married,54543.02,134300.0,85.0,1,188000.0
39,Male,High School,Divorced,11760.65,23800.0,51.0,1,22600.0
38,Male,High School,Married,18415.82,23600.0,50.0,1,27100.0
34,Male,High School,Single,92610.44,0.0,52.0,1,138900.0
44,Female,Bachelor,Married,41454.34,43400.0,67.0,1,54200.0
44,Male,Master,Married,28997.09,56100.0,70.0,1,72900.0
18,Female,PhD,Single,123282.63,0.0,63.0,1,184900.0
50,Female,Master,Married,356402.89,718800.0,95.0,1,1073100.0
18,Male,Master,Married,163275.95,241800.0,86.0,1,338500.0
47,Male,PhD,Married,63000.41,26100.0,68.0,1,32600.0
48,Male,High School,Married,16645.9,37100.0,55.0,1,26100.0
23,Female,Master,Married,18150.52,23500.0,59.0,1,27000.0
31,Female,Bachelor,Single,75987.29,144500.0,73.0,1,187800.0
23,Male,High School,Married,34283.27,29200.0,48.0,1,32100.0
33,Male,High School,Married,20129.27,0.0,33.0,0,0.0
32,Male,High School,Married,82864.82,91500.0,71.0,1,119000.0
44,Female,Bachelor,Single,41522.44,43900.0,65.0,1,54900.0
50,Male,Bachelor,Single,57069.82,0.0,56.0,1,85600.0
51,Male,High School,Single,56560.75,56900.0,63.0,1,71100.0
29,Female,Bachelor,Married,11677.86,7100.0,51.0,1,8200.0
33,Female,High School,Single,82187.97,0.0,52.0,1,123300.0
18,Female,Bachelor,Single,47729.71,0.0,52.0,1,71600.0
27,Male,Bachelor,Single,25112.03,11600.0,49.0,1,12800.0
46,Female,PhD,Married,173358.91,187000.0,92.0,1,280500.0
53,Male,High School,Single,24877.61,53200.0,60.0,1,47600.0
22,Male,Master,Single,24789.5,7700.0,52.0,1,8900.0
29,Female,High School,Married,85909.92,173200.0,72.0,1,225200.0
35,Male,High School,Married,29132.39,0.0,40.0,0,0.0
39,Male,Bachelor,Married,84664.06,65200.0,76.0,1,84800.0
27,Female,Bachelor,Married,61994.55,39200.0,66.0,1,49000.0
40,Male,PhD,Single,61813.78,132100.0,83.0,1,184900.0
30,Female,Bachelor,Single,102166.43,95200.0,74.0,1,123800.0
35,Male,Master,Single,172676.04,232200.0,88.0,1,325100.0
42,Male,High School,Married,347571.14,0.0,60.0,1,521400.0
36,Female,High School,Single,55154.22,121800.0,68.0,1,117900.0
31,Female,Bachelor,Widowed,38739.35,23900.0,59.0,1,27500.0
34,Male,High School,Married,24384.93,60100.0,62.0,1,42700.0
35,Female,PhD,Married,34047.65,11600.0,60.0,1,14500.0
31,Male,Bachelor,Married,27848.14,20600.0,62.0,1,25800.0
33,Female,Bachelor,Married,83276.3,111700.0,81.0,1,156400.0
53,Male,Bachelor,Married,68000.81,46500.0,70.0,1,60400.0
42,Female,Bachelor,Married,43187.87,36600.0,62.0,1,45800.0
32,Male,High School,Married,142664.81,352700.0,76.0,1,400100.0
43,Female,Bachelor,Single,67678.96,111500.0,73.0,1,145000.0
32,Female,Bachelor,Married,18327.22,7300.0,48.0,1,8000.0
48,Male,PhD,Married,19407.66,26200.0,65.0,1,32800.0
40,Female,High School,Married,10183.09,16100.0,50.0,1,17800.0
34,Male,Bachelor,Widowed,34012.52,0.0,47.0,1,51000.0
40,Male,High School,Single,159814.57,360100.0,80.0,1,504100.0
18,Female,High School,Divorced,63337.28,131900.0,62.0,1,128300.0
23,Male,Bachelor,Married,23037.75,27400.0,63.0,1,34200.0
22,Male,High School,Married,22403.73,44000.0,53.0,1,41300.0
37,Male,Bachelor,Married,80723.28,118200.0,81.0,1,165500.0
55,Female,Bachelor,Married,107826.81,225300.0,86.0,1,300600.0
60,Male,High School,Married,26023.09,35800.0,54.0,1,36000.0
43,Male,Bachelor,Married,58030.23,31600.0,70.0,1,41100.0
41,Female,High School,Single,99195.14,97500.0,64.0,1,121900.0
18,Female,Master,Married,47397.89,79300.0,74.0,1,103100.0
30,Female,High School,Divorced,168503.27,405900.0,78.0,1,518700.0
27,Female,High School,Single,28964.02,0.0,34.0,0,0.0
29,Female,Bachelor,Single,71207.64,152900.0,74.0,1,198800.0
34,Male,PhD,Married,20293.61,30500.0,65.0,1,38100.0
30,Male,Master,Married,88985.69,63300.0,79.0,1,82300.0
18,Female,High School,Married,37835.28,0.0,36.0,0,0.0
44,Female,High School,Married,87757.38,94200.0,71.0,1,122500.0
24,Female,Bachelor,Married,15082.26,30000.0,56.0,1,30900.0
38,Male,Bachelor,Married,80529.49,0.0,64.0,1,120800.0
58,Male,High School,Married,87192.12,82100.0,63.0,1,102600.0
25,Female,High School,Widowed,94784.34,53500.0,59.0,1,61500.0
18,Female,High School,Divorced,59285.18,0.0,40.0,1,88900.0
32,Female,High School,Married,78311.41,72900.0,60.0,1,91100.0
48,Male,Bachelor,Single,59187.15,99600.0,73.0,1,129500.0
57,Male,High School,Married,22391.74,32500.0,54.0,1,35100.0
22,Female,High School,Married,81316.14,202000.0,72.0,1,240000.0
41,Female,High School,Married,52412.53,0.0,48.0,1,78600.0
30,Male,High School,Divorced,29379.98,34300.0,53.0,1,39400.0
34,Male,High School,Married,380326.63,785300.0,82.0,1,1066600.0
65,Female,Bachelor,Married,26803.78,32000.0,64.0,1,40000.0
19,Female,Master,Single,20737.12,18500.0,52.0,1,21300.0
38,Male,High School,Married,31718.58,10500.0,45.0,1,11600.0
41,Male,Bachelor,Married,21017.58,0.0,43.0,1,31500.0
47,Male,Master,Married,42167.6,38600.0,65.0,1,48200.0
37,Male,High School,Married,14982.93,20300.0,50.0,1,23300.0
39,Female,High School,Single,43203.07,28700.0,50.0,1,33000.0
31,Female,High School,Married,73472.44,0.0,48.0,1,110200.0
38,Female,Bachelor,Married,15707.38,0.0,43.0,1,23600.0
